,mean,std
CSR,0.3686563436563437,0.14287207687951456
N_cycles,2040.058889207795,5820.276877219551
Confining_pressure (kPa),128.06693306693307,83.87505285240374
Natural_density (g/cm3),1.7731718281718278,0.1678585057945734
Plastic_limit (%),23.17893106893107,4.800143193860179
Water_content (%),34.72808691308691,16.22788091426207
Plasticity_index,20.539225774225773,9.392491349808036
Liquid_limit (%),43.71815684315684,13.455836403436972
